CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY,,,,
지역상권 상생 및 활성화에 관한 법률안,2020.7.15.,중소벤처기업부,일자리,,,,
조세특례제한법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
국가균형발전 특별법 일부개정법률안,2020.7.15.,산업통상자원부,성장동력,,,,
박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹 사건 규명을 위한 특별검사의 임명 등에 관한 법률 일부개정법률안,2020.7.15.,법무부,정치개혁,,,,
환경오염시설의 통합관리에 관한 법률 일부개정법률안,2020.7.15.,환경부,안전/환경,,,,
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안,2020.7.15.,산업통상자원부,성장동력,,,,
건설기술 진흥법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
국민건강보험법 일부개정법률안,2020.7.15.,보건복지부,보건복지,,,,
시설물의 안전 및 유지관리에 관한 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
물류정책기본법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
여객자동차 운수사업법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
사립학교법 일부개정법률안,2020.7.15.,교육부,육아/교육,,,,
대기업등의 영업활동 공정화 및 소상공인 보호에 관한 법률안,2020.7.15.,,#N/A,,,,
국가재정법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
지방자치법 일부개정법률안,2020.7.15.,행정안전부,행정,,,,
신행정수도 후속대책을 위한 연기·공주지역 행정중심복합도시 건설을 위한 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
지방세법 일부개정법률안,2020.7.15.,행정안전부,행정,,,,
토양환경보전법 일부개정법률안,2020.7.15.,환경부,안전/환경,,,,
주택임대차보호법 일부개정법률안,2020.7.15.,법무부,정치개혁,,,,
의용소방대 설치 및 운영에 관한 법률 일부개정법률안,2020.7.15.,소방청,안전/환경,,,,
고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
고용보험법 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
철도사업법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
자동차관리법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
군형법 일부개정법률안,2020.7.15.,국방부,외교/통일/국방,,,,
녹색건축물 조성 지원법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안,2020.7.15.,산업통상자원부,성장동력,,,,
군인사법 일부개정법률안,2020.7.15.,국방부,외교/통일/국방,,,,
지방세특례제한법 일부개정법률안,2020.7.15.,행정안전부,행정,,,,
대부업 등의 등록 및 금융이용자 보호에 관한 법률 일부개정법률안,2020.7.15.,금융위원회,경제민주화,,,,
근로기준법 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
유료도로법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
형법 일부개정법률안,2020.7.15.,법무부,정치개혁,,,,
최저임금법 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
보훈보상대상자 지원에 관한 법률 일부개정법률안,2020.7.15.,국가보훈처,보건복지,,,,
전기사업법 일부개정법률안,2020.7.15.,산업통상자원부,성장동력,,,,
수의사법 일부개정법률안,2020.7.15.,농림축산식품부,농산어촌,,,,
근로복지기본법 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
신용협동조합법 일부개정법률안,2020.7.15.,금융위원회,경제민주화,,,,
정치자금법 일부개정법률안,2020.7.15.,,#N/A,,,,
양육비 이행확보 및 지원에 관한 법률 일부개정법률안,2020.7.15.,여성가족부,인권/성평등,,,,
국민소환에 관한 법률안,2020.7.15.,,#N/A,,,,
부가가치세법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
군용비행장·군사격장 소음 방지 및 피해 보상에 관한 법률 일부개정법률안,2020.7.15.,국방부,외교/통일/국방,,,,
청소년 보호법 일부개정법률안,2020.7.15.,여성가족부,인권/성평등,,,,
평화경제특별구역의 지정 및 운영에 관한 법률안,2020.7.15.,통일부,외교/통일/국방,,,,
혁신도시 조성 및 발전에 관한 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
연구산업진흥법안,2020.7.15.,과학기술정보통신부,성장동력,,,,
조세특례제한법 일부개정법률안,2020.7.15.,기획재정부,행정,,,,
국회의원의 국민소환에 관한 법률안,2020.7.15.,,#N/A,,,,
근로기준법 일부개정법률안,2020.7.15.,고용노동부,일자리,,,,
금융회사의 지배구조에 관한 법률 일부개정법률안,2020.7.15.,금융위원회,경제민주화,,,,
정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2020.7.15.,방송통신위원회,문화/예술/체육/언론,,,,
공공주택 특별법 일부개정법률안,2020.7.15.,국토교통부,교통/건축/국토,,,,
주택법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
노동위원회법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
근로기준법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
국제항해선박 및 항만시설의 보안에 관한 법률 일부개정법률안,2020.7.14.,해양수산부,농산어촌,,,,
근로복지기본법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
도로법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
사립학교법 일부개정법률안,2020.7.14.,교육부,육아/교육,,,,
전기사업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
특정범죄 가중처벌 등에 관한 법률 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
고등교육법 일부개정법률안,2020.7.14.,교육부,육아/교육,,,,
초·중등교육법 일부개정법률안,2020.7.14.,교육부,육아/교육,,,,
교육공무원법 일부개정법률안,2020.7.14.,교육부,육아/교육,,,,
국민체육진흥법 일부개정법률안,2020.7.14.,문화체육관광부,문화/예술/체육/언론,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
경찰공무원 보건안전 및 복지 기본법 일부개정법률안,2020.7.14.,경찰청,행정,,,,
조세특례제한법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
지속적 괴롭힘범죄의 처벌 등에 관한 특례법안,2020.7.14.,법무부,정치개혁,,,,
주택임대차보호법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
주택임대차보호법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
혈액관리법 일부개정법률안,2020.7.14.,보건복지부,보건복지,,,,
국정감사 및 조사에 관한 법률 일부개정법률안,2020.7.14.,,#N/A,,,,
형사소송법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
임금채권보장법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
고용정책 기본법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
임금채권보장법 일부개정법률안,2020.7.14.,고용노동부,일자리,,,,
체육인 복지법안,2020.7.14.,문화체육관광부,문화/예술/체육/언론,,,,
지방세법 일부개정법률안,2020.7.14.,행정안전부,행정,,,,
감염병 등 보건위기대응 의약품등의 개발지원 및 긴급사용 특별법안,2020.7.14.,식품의약품안전처,안전/환경,,,,
국민체육진흥법 일부개정법률안,2020.7.14.,문화체육관광부,문화/예술/체육/언론,,,,
에너지산업융복합단지의 지정 및 육성에 관한 특별법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
산업기술혁신 촉진법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
건축법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률 일부개정법률안,2020.7.14.,과학기술정보통신부,성장동력,,,,
공동주택관리법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
건축법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
국가재정법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
형법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
유전자변형생물체의 국가간 이동 등에 관한 법률 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
백제왕도 핵심유적 보존관리에 관한 특별법안,2020.7.14.,문화재청,문화/예술/체육/언론,,,,
이러닝(전자학습)산업 발전 및 이러닝 활용 촉진에 관한 법률 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
석탄산업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
집단에너지사업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
송유관 안전관리법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2020.7.14.,법제처,정치개혁,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2020.7.14.,법제처,정치개혁,,,,
광업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
공공단체등 위탁선거에 관한 법률 일부개정법률안,2020.7.14.,법제처,정치개혁,,,,
전자무역 촉진에 관한 법률 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
화학무기·생물무기의 금지와 특정화학물질·생물작용제 등의 제조·수출입 규제 등에 관한 법률 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
광산안전법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
국민건강증진법 일부개정법률안,2020.7.14.,보건복지부,보건복지,,,,
어린이제품 안전 특별법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
계량에 관한 법률 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
산업디자인진흥법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
액화석유가스의 안전관리 및 사업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
도시가스사업법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
전기용품 및 생활용품 안전관리법 일부개정법률안,2020.7.14.,산업통상자원부,성장동력,,,,
국회법 일부개정법률안,2020.7.14.,법제처,정치개혁,,,,
성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안,2020.7.14.,법무부,정치개혁,,,,
조세특례제한법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
국회입법조사처법 일부개정법률안,2020.7.14.,법제처,정치개혁,,,,
국민보호와 공공안전을 위한 테러방지법 일부개정법률안,2020.7.14.,국가정보원,정치개혁,,,,
자유무역협정 체결에 따른 농어업인 등의 지원에 관한 특별법 일부개정법률안,2020.7.14.,농림축산식품부,농산어촌,,,,
담배사업법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
국가재정법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
사회적경제기본법안,2020.7.14.,기획재정부,행정,,,,
주거기본법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
긴급복지지원법 일부개정법률안,2020.7.14.,보건복지부,보건복지,,,,
공동주택관리법 일부개정법률안,2020.7.14.,국토교통부,교통/건축/국토,,,,
조세특례제한법 일부개정법률안,2020.7.14.,기획재정부,행정,,,,
하도급거래 공정화에 관한 법률 일부개정법률안,2020.7.14.,공정거래위원회,성장동력,,,,
국가교육위원회의 설치 및 운영에 관한 법률안,2020.7.13.,교육부,육아/교육,,,,
조세특례제한법 일부개정법률안,2020.7.13.,기획재정부,행정,,,,
수도권정비계획법 일부개정법률안,2020.7.13.,국토교통부,교통/건축/국토,,,,
민간임대주택에 관한 특별법 일부개정법률안,2020.7.13.,국토교통부,교통/건축/국토,,,,
방송법 일부개정법률안,2020.7.13.,방송통신위원회,문화/예술/체육/언론,,,,
지방세특례제한법 일부개정법률안,2020.7.13.,행정안전부,행정,,,,
정치자금법 일부개정법률안,2020.7.13.,중앙선거관리위원회,정치개혁,,,,
재한외국인 처우 기본법 일부개정법률안,2020.7.13.,법무부,정치개혁,,,,
감염병의 예방 및 관리에 관한 법률 일부개정법률안,2020.7.13.,보건복지부,보건복지,,,,
조세특례제한법 일부개정법률안,2020.7.13.,기획재정부,행정,,,,
정부조직법 일부개정법률안,2020.7.13.,행정안전부,행정,,,,
국민연금법 일부개정법률안,2020.7.13.,보건복지부,보건복지,,,,
조세특례제한법 일부개정법률안,2020.7.13.,기획재정부,행정,,,,
지방자치단체출연 연구원의 설립 및 운영에 관한 법률 일부개정법률안,2020.7.13.,행정안전부,행정,,,,
소상공인 보호 및 지원에 관한 법률 일부개정법률안,2020.7.13.,중소벤처기업부,일자리,,,,
전자상거래 등에서의 소비자보호에 관한 법률 일부개정법률안,2020.7.13.,공정거래위원회,성장동력,,,,
국민건강증진법 일부개정법률안,2020.7.13.,보건복지부,보건복지,,,,
소득세법 일부개정법률안,2020.7.13.,기획재정부,행정,,,,
